0,1
10,3796
280,16980
280,31715
429,1127
502,2859
532,19428
615,24904
619,423
654,15270
654,25567
654,29566
753,13453
812,20958
825,17455
865,4279
957,19632
986,501
1227,25458
1253,31959
1287,5731
1296,23341
1296,25012
1349,26723
1419,34292
1492,254
1492,3899
1492,13139
1492,13844
1492,14230
1492,16805
1492,25345
1530,29861
1585,27720
1658,21085
1715,10522
1724,31717
1731,28640
1734,5676
1843,26323
1843,34898
1915,20687
1927,20607
1945,25569
2027,30837
2130,11805
2275,1414
2275,34499
2326,30452
2337,15116
2355,15152
2398,1414
2451,639
2526,34793
2558,5350
2629,3158
2646,19423
2730,6642
2819,23341
2916,24498
3008,29665
3039,5230
3044,15368
3062,30259
3189,3506
3224,3743
3295,32755
3308,22584
3315,17934
3356,29118
3357,25345
3410,15860
3455,23970
3691,13271
3765,21057
3811,10322
3819,4851
3824,4733
3879,7576
3983,19207
3985,31618
4014,22628
4089,19626
4111,6278
4149,28972
4149,32316
4170,8338
4187,5688
4187,9694
4187,14577
4187,14716
4187,17099
4204,10329
4204,34499
4268,34137
4329,17839
4376,16968
4396,2068
4419,10766
4419,24551
4467,8727
4468,24656
4491,5396
4547,32342
4600,24872
4683,8715
4713,23240
4773,21538
4857,24872
4869,18965
4880,753
4943,110
4957,4044
4994,26385
5002,11238
5123,10863
5138,5235
5146,19464
5194,13384
5197,639
5197,1909
5197,8394
5197,12936
5230,5279
5311,31278
5432,23886
5465,25305
5465,28610
5478,5998
5559,31604
5619,8715
5619,12493
5619,26816
5619,32310
5629,1375
5630,1185
5669,24585
5678,4213
5695,4343
5695,5688
5695,7300
5695,16189
5695,18456
5695,28009
5695,28375
5695,29921
5711,17352
5783,11875
5783,25305
5890,20518
5940,7922
5940,8215
5940,31759
5964,22445
6081,7057
6121,12933
6122,11920
6272,9902
6292,15878
6292,16833
6292,19857
6309,31777
6369,10329
6369,34499
6435,33388
6479,11238
6603,23680
6665,34582
6803,6400
6809,18253
6846,20322
6851,34925
6894,11238
6903,21141
6918,3115
6950,11420
6950,27081
6984,15436
7005,620
7114,24907
7201,23092
7239,18610
7239,24937
7266,9425
7277,50
7277,23376
7330,2548
7413,3273
7413,14509
7413,34199
7516,8287
7516,24498
7532,28555
7583,5688
7583,7772
7644,12971
7688,2023
7764,31715
7772,30436
7794,17298
7863,6839
7863,17109
7962,31590
8060,9646
8162,20882
8165,10616
8222,18670
8235,19705
8276,1082
8293,8669
8342,32131
8353,13081
8388,33087
8397,5126
8397,14421
8397,14501
8397,17604
8397,20670
8397,25010
8397,25024
8397,27046
8397,27456
8397,30081
8422,8215
8422,14421
8422,24872
8466,32354
8472,19642
8557,29103
8682,24644
8742,6824
8849,22952
8871,21584
8929,9042
8953,26575
9189,20016
9271,3158
9271,19207
9351,33740
9395,26723
9449,11281
9449,29714
9459,9265
9470,10998
9477,8603
9532,11296
9561,27074
9580,31367
9624,32597
9634,22769
9670,4588
9741,15878
9741,33740
9889,14466
9902,3073
9911,13626
10024,23341
10024,25012
10064,31132
10211,13493
10211,16544
10211,19642
10211,24469
10211,33190
10236,34499
10252,14608
10253,26323
10253,34898
10384,17703
10431,24283
10576,5189
10585,33217
10687,9704
10688,6497
10688,26182
10691,19914
10700,21604
10715,32873
10807,4557
10983,32676
10991,14996
11028,23016
11103,30444
11218,30153
11278,29966
11481,27855
11488,8215
11617,19114
11634,16836
11650,30153
11652,17618
11655,11240
11732,30153
12001,11792
12008,33617
12048,28447
12057,1780
12107,1660
12164,30730
12184,34441
12186,29130
12190,23850
12198,8249
12252,34215
12311,14960
12500,14217
12526,15878
12630,639
12633,18802
12715,7700
12715,25215
12748,29427
12909,1322
12927,20595
12927,31545
13003,20504
13108,24628
13128,14474
13219,33761
13223,5035
13302,5126
13302,14501
13302,17604
13302,20670
13302,25010
13302,25024
13302,27046
13302,27456
13302,30081
13315,29682
13338,15749
13355,22317
13355,32926
13450,10672
13523,17457
13547,687
13604,9694
13604,17109
13615,24310
13652,7922
13652,25215
13652,31759
13686,16042
13754,8287
13777,15358
13876,32909
13908,3511
13909,10329
13909,32926
13909,34499
13940,3278
13985,25281
14006,27113
14192,31282
14325,34895
14327,26129
14329,18334
14330,7355
14361,25605
14362,33525
14455,30451
14627,32825
14629,32394
14808,19423
14839,6839
14850,33746
14876,9902
14995,8715
15065,113
15097,25762
15123,9975
15171,19688
15185,8213
15238,6497
15238,28610
15357,27980
15392,254
15392,3899
15392,13139
15392,13844
15392,14230
15392,16805
15392,25345
15408,23020
15507,25215
15630,34292
15675,9553
15675,27046
15724,10329
15724,32926
15724,34499
15726,15126
15812,4310
15817,20651
15902,18857
16014,12470
16025,6497
16025,7576
16025,28610
16026,31550
16195,33093
16214,24872
16214,25215
16306,14421
16387,25477
16387,30113
16413,11875
16616,23850
16616,27074
16654,17374
16654,29813
16673,29427
16728,33740
16824,14999
16912,11547
17037,4168
17048,15475
17085,25348
17095,14106
17112,13493
17112,16544
17112,19642
17112,24469
17112,33190
17116,17109
17240,33545
17266,30837
17372,8715
17444,129
17447,11714
17447,22717
17447,31545
17506,25615
17623,18701
17683,18368
17741,17462
17782,6605
17879,254
17879,3899
17879,8638
17879,11714
17879,13139
17879,13844
17879,14230
17879,16805
17879,25345
17881,5440
17881,9000
17881,16544
17881,18610
17881,25305
17969,29358
17991,20595
17991,31545
18137,24737
18240,10457
18272,32005
18283,7133
18285,29099
18301,11797
18420,267
18447,200
18475,6877
18491,21366
18735,18036
18765,11995
18816,12214
18897,13404
18897,15375
18914,6202
18919,1255
18963,3379
18991,31397
19055,1414
19179,7862
19186,8352
19329,20698
19366,4344
19373,31469
19395,7054
19531,8715
19531,12493
19531,15341
19531,26816
19531,32310
19600,11949
19615,28610
19654,23890
19696,28263
19707,29921
19730,10063
19730,18687
19772,26152
19806,13630
19865,9960
19949,4343
19949,5688
19949,7300
19949,16189
19949,18456
19949,28009
19949,28375
19949,29921
20101,23394
20117,13382
20154,24937
20373,27181
20375,32926
20469,15310
20521,6531
20547,5440
20547,9000
20547,18610
20585,33052
20691,19762
20727,7500
20766,21057
20887,23939
20949,11712
21061,14421
21061,19423
21091,7727
21129,11621
21137,24928
21137,28744
21151,9553
21151,27046
21225,16844
21306,27852
21489,7444
21508,32529
21580,11947
21590,23699
21634,8301
21648,25281
21772,19058
21820,34366
21862,28556
21913,34895
22043,8215
22070,26287
22133,6649
22187,20958
22267,11740
22296,3793
22352,3273
22352,6400
22352,14509
22352,34199
22533,23145
22552,21156
22552,25215
22587,14716
22587,17099
22607,24212
22667,28263
22683,16980
22711,27353
22812,10329
22812,34499
22958,4167
23085,24498
23147,23197
23235,34430
23240,10063
23240,18687
23248,19594
23289,29159
23291,27255
23314,24507
23389,5799
23450,3997
23452,4182
23471,25554
23553,14727
23553,31232
23557,7922
23557,15270
23557,27818
23557,31759
23563,28263
23604,11238
23604,17109
23633,19796
23691,3568
23706,26526
23804,27586
23838,33809
23858,16236
23924,18502
23942,18360
23983,22965
24024,6063
24033,1909
24033,10063
24033,18687
24061,12706
24081,11686
24114,1675
24127,21980
24241,639
24241,8394
24241,12936
24297,5943
24350,26145
24492,6888
24543,1148
24763,3273
24788,9230
24892,3743
25022,639
25022,8394
25022,12936
25022,13493
25022,16544
25022,19642
25022,24469
25022,27728
25022,33190
25035,11412
25047,16671
25211,28439
25223,14985
25297,29132
25299,5571
25386,30126
25474,2482
25519,10895
25550,15560
25583,23623
25629,14716
25631,21610
25780,28263
25824,18390
25921,11531
25932,18069
26197,20719
26444,24316
26452,6111
26464,26889
26470,33525
26493,16544
26496,18148
26561,8276
26561,31715
26565,21831
26751,34851
26835,14217
26875,3360
26893,8359
26964,2431
27051,16544
27063,29427
27093,19423
27095,21744
27117,26218
27172,8215
27184,7054
27207,5686
27218,13217
27232,8261
27362,8394
27439,12746
27481,3158
27532,27789
27579,34898
27640,31572
27886,34422
27905,34412
27940,14550
27964,16292
27973,20824
27984,11264
28034,14421
28096,30513
28116,129
28116,19423
28247,2849
28254,33769
28303,24059
28319,32414
28362,23037
28404,1009
28427,885
28453,13274
28464,30018
28530,8075
28601,10577
28713,8311
28801,12496
28824,22703
28865,5289
28869,4234
28990,4343
28990,5688
28990,7300
28990,16189
28990,18456
28990,28009
28990,28375
28990,29921
29026,25877
29155,4343
29155,5688
29155,7300
29155,16189
29155,18456
29155,28009
29155,28375
29155,29921
29256,13857
29280,19173
29364,27096
29379,23899
29386,27074
29429,21149
29470,16980
29655,19312
29692,7857
29694,25215
29774,8715
29774,12493
29774,21584
29774,26816
29774,32310
29826,11561
29876,16833
