0,1
25,12924
34,12412
44,4523
67,34601
68,2815
74,11197
76,26200
103,29426
112,6485
118,5450
147,34908
149,5278
190,17963
213,25539
244,1185
258,21015
270,21024
280,11018
280,16980
280,24824
280,31715
327,8108
337,28681
342,30411
342,32711
348,31366
349,4168
398,18157
401,22601
417,1593
423,100
423,7045
423,12929
423,27630
423,29439
427,7225
446,32088
458,18541
465,19469
468,8292
472,12656
472,13450
489,16149
505,29432
506,10144
506,27275
506,31962
507,30447
510,7497
519,834
520,2301
520,2478
520,14239
536,7182
542,5083
542,20468
542,28145
551,25987
563,1054
578,864
589,24851
599,2731
618,408
618,8005
650,26110
654,15270
654,25567
654,29566
655,3120
655,6957
655,19690
655,22111
658,12938
662,6046
711,20565
713,7203
716,481
734,13868
737,10627
758,6172
758,6234
758,21455
758,24139
758,28587
758,34392
776,6255
782,15468
785,33239
812,20958
821,5821
824,32314
833,27930
843,16072
851,16658
861,23469
875,28587
875,34392
894,11127
904,1030
911,21455
911,28587
911,34392
913,1340
925,15312
928,32713
943,5366
945,30118
963,5969
975,9931
1029,10579
1036,14462
1036,24306
1043,10581
1080,23560
1093,32320
1098,17390
1099,34491
1115,10547
1131,27283
1136,1589
1138,20423
1155,602
1156,277
1161,17738
1167,28949
1172,21932
1172,30385
1176,14715
1195,33493
1198,22931
1205,28228
1250,18249
1289,34179
1296,23341
1299,31922
1315,27858
1317,31235
1327,8584
1330,1250
1331,22399
1338,28757
1363,5696
1363,10491
1363,16780
1363,24623
1382,8085
1382,9556
1385,30312
1400,18436
1400,23963
1419,309
1419,16671
1419,22111
1419,31524
1419,32156
1419,33859
1419,34292
1433,14792
1456,33105
1457,1646
1457,23969
1473,9649
1491,20399
1492,254
1492,3899
1492,13139
1492,13844
1492,14230
1492,16805
1492,25345
1501,18575
1506,22732
1519,8015
1528,14069
1528,25903
1556,20159
1556,33666
1558,16323
1581,21622
1597,9059
1600,24487
1613,3760
1643,199
1646,29489
1651,7458
1653,28053
1659,27693
1681,2591
1681,27812
1686,11273
1701,34788
1779,11127
1794,34820
1820,31131
1821,17175
1843,26323
1843,34898
1846,10165
1873,2601
1873,6820
1873,10621
1873,10980
1873,18508
1876,17524
1883,29662
1890,4833
1893,27354
1901,1879
1901,10441
1914,6002
1918,12575
1920,23991
1922,2163
1927,27021
1946,19045
1946,21885
1950,14703
1952,14410
1952,25262
1961,4523
1968,17891
1993,27320
1993,33371
2027,30837
2031,29396
2038,5453
2038,13649
2038,33863
2049,25465
2059,25398
2064,22253
2065,11782
2077,1800
2077,1894
2077,6102
2077,20807
2081,22231
2081,26906
2089,11886
2094,2827
2094,14803
2094,18210
2094,20426
2094,25833
2094,29271
2096,32008
2121,9664
2129,19969
2158,5353
2168,25162
2173,9632
2196,12304
2204,23617
2211,19827
2242,15101
2244,5731
2246,25471
2262,25481
2275,596
2275,1414
2275,11591
2275,34499
2290,3959
2312,33586
2324,17602
2326,30452
2340,7052
2381,27089
2387,12855
2388,26869
2395,162
2398,596
2398,1414
2398,11591
2400,13435
2408,31087
2441,6871
2451,639
2454,1393
2455,33616
2478,20063
2508,20794
2517,7561
2517,24393
2520,311
2525,28134
2531,6273
2566,4162
2583,31219
2604,14988
2621,10792
2629,3158
2635,26715
2646,5717
2646,19423
2646,22429
2651,13175
2651,34781
2652,7103
2654,18758
2659,27774
2666,30747
2678,9632
2682,3545
2710,13868
2715,17635
2730,11407
2744,4714
2744,16291
2744,19377
2744,21514
2744,29035
2746,1557
2792,9626
2792,27085
2819,23341
2821,3429
2824,9638
2824,11127
2847,8305
2850,5810
2850,8654
2850,10974
2850,14409
2850,16618
2850,19158
2850,28442
2850,33066
2850,33427
2859,31519
2864,14360
2887,21340
2916,24498
2931,9090
2956,1540
2973,5969
2973,25522
2973,28696
2975,1383
2980,969
2982,21033
2987,30407
2989,25145
2994,5386
3022,6828
3031,25806
3042,25565
3068,28195
3080,10245
3085,6186
3089,2364
3090,3382
3092,31793
3103,32773
3122,30822
3136,25369
3164,23020
3169,2956
3182,29805
3213,9669
3224,3743
3224,31783
3250,34558
3266,8879
3279,14000
3284,3959
3286,21401
3291,32081
3297,21296
3332,27731
3334,1034
3350,28661
3351,5463
3354,2188
3354,24639
3357,10916
3357,25345
3367,614
3367,6011
3367,27549
3416,24910
3423,25806
3450,34871
3491,31064
3492,22053
3493,5597
3493,9494
3493,22686
3521,9296
3524,33896
3541,10538
3619,15186
3638,17515
3642,4564
3642,11303
3642,22113
3642,24302
3642,25262
3642,34465
3656,23853
3658,30444
3667,16477
3677,17547
3677,20756
3677,23824
3677,24336
3689,5568
3691,19688
3695,16029
3709,15865
3712,2250
3719,25885
3743,17820
3744,27465
3755,3604
3765,21057
3773,20821
3783,2389
3796,9408
3796,21076
3826,11604
3852,25354
3856,34460
3877,24576
3878,21424
3879,7576
3894,1486
3898,25900
3901,3816
3918,26076
3919,11409
3919,21210
3919,25806
3920,12004
3920,17547
3929,28696
3929,33800
3953,15824
3963,26690
3974,19757
3983,19207
3984,15973
3991,7594
